,price,property_type,subproperty_type,locality,construction_year,total_area_sqm,nbr_bedrooms,fl_furnished,fl_open_fire,terrace_sqm,garden_sqm,fl_swimming_pool,fl_floodzone,primary_energy_consumption_sqm,heating_type,fl_double_glazing,cadastral_income,kitchen_type,state_of_building
14910,575000.0,HOUSE,APARTMENT_BLOCK,Brussels,1937.0,300.0,4.0,0,0,40.0,260.0,1,0,566.0,GAS,1,1518.327396983102,3.0,3.0
14911,285000.0,APARTMENT,APARTMENT,Brussels,1956.0,101.0,2.0,0,0,0.0,0.0,0,0,147.0,GAS,1,1194.0,5.0,6.0
14912,275000.0,HOUSE,HOUSE,Nivelles,1957.0,136.0,3.0,0,0,10.0,75.0,0,1,293.0,GAS,0,1068.0,3.0,3.6996923524808345
14913,169000.0,APARTMENT,APARTMENT,Veurne,1955.0,70.0,2.0,1,0,0.0,0.0,0,0,441.0,GAS,1,565.0,3.0,3.0
14914,795000.0,HOUSE,HOUSE,Turnhout,1918.0,550.0,4.0,0,0,0.0,0.0,0,0,233.0,GAS,1,1822.7811714105878,3.4253178532738855,3.0
14915,539500.0,HOUSE,HOUSE,Gent,2022.0,131.0,3.0,0,0,0.0,0.0,0,1,0.0,GAS,0,1469.1996288147811,3.646774205962922,4.150381139615846
14916,1040000.0,HOUSE,HOUSE,Brussels,1962.0,250.0,5.0,0,0,12.0,0.0,0,1,325.0,FUELOIL,1,3024.0,5.0,6.0
14917,295000.0,APARTMENT,APARTMENT,Antwerp,1968.0,80.0,2.0,0,0,4.0,0.0,0,0,138.0,GAS,0,1130.8407749216467,3.0,6.0
14918,210000.0,HOUSE,HOUSE,Sint-Niklaas,1874.0,122.0,2.0,0,0,33.0,0.0,0,0,640.0,GAS,1,479.0,3.0,3.6918876806194865
14919,399000.0,HOUSE,VILLA,Halle-Vilvoorde,1956.0,112.0,2.0,0,0,0.0,360.0,0,0,589.0,GAS,0,1408.0,4.0,1.0
14920,1090000.0,APARTMENT,APARTMENT,Brugge,1990.0,98.0,3.0,0,0,0.0,0.0,0,0,83.0,GAS,0,1373.0,3.919154462245396,4.382408632002816
14921,199000.0,APARTMENT,APARTMENT,Liège,2004.0,83.0,2.0,0,0,0.0,0.0,0,0,80.0,GAS,1,1.0,3.4782001386697274,4.00759928823321
14922,420000.0,APARTMENT,APARTMENT,Brussels,2014.0,93.0,1.0,1,0,10.0,0.0,0,0,80.0,GAS,1,1650.0,5.0,6.0
14923,660000.0,HOUSE,HOUSE,Halle-Vilvoorde,2009.0,211.0,6.0,0,0,41.0,93.0,0,0,93.0,GAS,1,1635.9572643138779,4.0,6.0
14924,225000.0,HOUSE,APARTMENT_BLOCK,Liège,1930.0,164.0,3.0,0,0,0.0,80.0,0,0,541.0,GAS,1,344.0,3.0,5.0
14925,189000.0,HOUSE,HOUSE,Kortrijk,1920.0,149.0,3.0,0,0,0.0,619.0,0,0,626.0,ELECTRIC,1,247.0,3.0,1.0
14926,359000.0,APARTMENT,APARTMENT,Brussels,1976.0,100.0,2.0,0,0,15.0,0.0,0,1,199.0,GAS,1,1219.4091456597002,2.0,6.0
14927,229000.0,HOUSE,HOUSE,Diksmuide,1934.0,134.0,3.0,0,0,0.0,0.0,0,0,709.0,GAS,1,277.0,3.2109235436627,3.0
14928,475000.0,HOUSE,HOUSE,Halle-Vilvoorde,2002.0,192.0,5.0,0,0,22.0,0.0,0,1,144.0,GAS,1,1015.0,3.5806954350306555,4.0
14929,545000.0,APARTMENT,DUPLEX,Brussels,1960.0,143.0,3.0,0,0,66.0,0.0,0,0,146.0,GAS,1,1476.8109731840882,5.0,4.0
14930,420000.0,HOUSE,HOUSE,Nivelles,1976.0,144.0,4.0,0,0,64.0,215.0,0,1,454.0,ELECTRIC,0,1417.0,4.0,4.0
14931,945000.0,HOUSE,APARTMENT_BLOCK,Brussels,1902.0,300.0,4.0,0,1,36.0,36.0,0,1,384.0,GAS,1,2030.3632903355624,3.0,3.0
14932,377150.0,APARTMENT,APARTMENT,Gent,2023.0,126.0,3.0,0,0,11.0,0.0,0,1,1.0,GAS,0,1.0,3.543483337216699,4.0
14933,695000.0,HOUSE,HOUSE,Dendermonde,1975.0,328.0,4.0,0,0,0.0,0.0,1,1,305.0,FUELOIL,1,1830.0,3.7237402212064294,4.21574101677192
14934,289500.0,APARTMENT,APARTMENT,Brugge,2024.0,78.0,2.0,0,0,6.0,0.0,0,1,0.0,GAS,1,1123.2294306063736,3.5105517198926965,4.0
14935,346000.0,APARTMENT,FLAT_STUDIO,Brussels,2023.0,57.0,0.0,0,0,9.0,0.0,0,0,45.0,GAS,0,1201.4186953647027,5.0,6.0
14936,249000.0,HOUSE,HOUSE,Hasselt,1955.0,206.0,3.0,0,0,60.0,350.0,0,0,791.0,FUELOIL,0,892.0,3.0,4.0
14937,215000.0,APARTMENT,APARTMENT,Antwerp,2013.0,74.0,1.0,0,1,0.0,0.0,0,0,128.0,GAS,1,1020.1303115374204,3.0,4.0
14938,995000.0,APARTMENT,APARTMENT,Brussels,1930.0,198.0,3.0,0,0,8.0,0.0,0,0,125.0,GAS,0,2863.0,5.0,5.0
14939,318000.0,HOUSE,HOUSE,Brugge,1963.0,185.0,3.0,0,0,36.0,120.0,0,0,392.0,GAS,1,721.0,3.0,6.0
14940,649900.0,HOUSE,VILLA,Gent,1980.0,426.0,3.0,0,0,0.0,0.0,0,0,860.0,ELECTRIC,1,1209.0,2.8171589707057794,1.0
14941,175000.0,APARTMENT,FLAT_STUDIO,Leuven,1990.0,32.0,0.0,0,0,0.0,0.0,0,1,262.0,ELECTRIC,1,597.0,3.0,3.6874648302199846
14942,449000.0,HOUSE,HOUSE,Turnhout,1977.0,180.0,2.0,0,0,0.0,0.0,0,0,825.0,GAS,0,1343.9584170630012,3.6019879248701026,4.112308452723224
14943,589000.0,HOUSE,VILLA,Dinant,2013.0,245.0,5.0,0,0,110.0,0.0,0,0,52.0,GAS,1,982.0,5.0,6.0
14944,365000.0,HOUSE,HOUSE,Hasselt,1960.0,229.0,4.0,0,1,0.0,0.0,0,0,297.0,GAS,1,1084.0,3.5604080500427555,4.077035800887154
14945,265000.0,APARTMENT,APARTMENT,Roeselare,2018.0,93.0,3.0,0,0,10.0,0.0,0,1,78.0,GAS,0,865.0,3.0,6.0
14946,230000.0,APARTMENT,APARTMENT,Brussels,2018.0,65.0,1.0,0,1,6.0,0.0,0,1,103.0,GAS,1,1040.8885234266804,4.0,4.341586771877095
14947,265000.0,APARTMENT,APARTMENT,Huy,2017.0,91.0,2.0,0,0,6.0,0.0,0,1,80.0,GAS,1,999.0,3.0,6.0
14948,440000.0,APARTMENT,APARTMENT,Brussels,1989.0,127.0,3.0,0,0,19.0,0.0,0,0,116.0,GAS,0,1331.5034898920844,5.0,6.0
14949,283000.0,APARTMENT,APARTMENT,Oostend,2021.0,82.0,2.0,0,0,11.0,0.0,0,0,0.0,GAS,0,1114.2342054528747,3.508091325674992,4.0
14950,325000.0,APARTMENT,APARTMENT,Brussels,1961.0,110.0,2.0,0,0,9.0,0.0,0,1,155.0,GAS,1,1675.0,2.6943581359754165,1.0
14951,306254.0,HOUSE,MIXED_USE_BUILDING,Hasselt,2021.0,157.0,3.0,0,0,0.0,0.0,0,0,0.0,GAS,1,1146.4149694076514,3.0,4.0
14952,695000.0,HOUSE,APARTMENT_BLOCK,Brussels,1941.0,373.0,0.0,0,0,0.0,0.0,0,1,445.0,GAS,0,1684.393092171767,4.0,1.0
14953,270000.0,HOUSE,HOUSE,Leuven,1930.0,207.0,5.0,0,0,0.0,351.0,0,0,336.0,FUELOIL,1,733.0,3.513379158049969,4.037170272416292
14954,305000.0,APARTMENT,APARTMENT,Brussels,2006.0,100.0,2.0,0,0,0.0,0.0,0,1,117.0,GAS,0,1144.6795828934241,3.0,4.0
14955,299500.0,APARTMENT,APARTMENT,Diksmuide,2023.0,97.0,2.0,0,0,18.0,0.0,0,0,0.0,ELECTRIC,1,1137.0682385327796,3.0,4.0
14956,625000.0,HOUSE,VILLA,Antwerp,1975.0,253.0,4.0,0,0,0.0,0.0,0,1,283.0,GAS,0,2580.0,3.0,4.0
14957,345000.0,HOUSE,HOUSE,Halle-Vilvoorde,1979.0,130.0,3.0,0,0,20.0,187.0,0,0,224.0,GAS,1,1200.0348146072038,3.0,4.0
14958,599000.0,HOUSE,HOUSE,Leuven,1984.0,195.0,5.0,0,0,25.0,0.0,0,1,178.0,FUELOIL,1,1551.540535954358,5.0,6.0
14959,569000.0,HOUSE,HOUSE,Gent,2024.0,157.0,3.0,0,0,0.0,55.0,0,0,0.0,GAS,1,1510.0241122043687,3.0,4.0
14960,495000.0,HOUSE,HOUSE,Brussels,1933.0,160.0,4.0,0,0,45.0,0.0,0,1,520.0,GAS,1,1333.0,3.0,1.0
14961,295000.0,APARTMENT,GROUND_FLOOR,Turnhout,2021.0,96.0,1.0,0,0,28.0,0.0,0,0,34.0,GAS,1,1130.8407749296339,5.0,6.0
14962,248500.0,HOUSE,HOUSE,Sint-Niklaas,2020.0,102.0,2.0,0,0,0.0,0.0,0,0,136.0,GAS,0,1066.4903180996878,3.4950323102117906,4.0
14963,270000.0,APARTMENT,APARTMENT,Namur,2024.0,94.0,2.0,0,0,10.0,0.0,0,1,84.0,GAS,0,1096.2437551005346,3.0,6.0
14964,239000.0,HOUSE,HOUSE,Liège,1918.0,118.0,3.0,0,0,40.0,80.0,0,0,423.0,GAS,1,480.0,3.0,4.0
14965,699000.0,HOUSE,VILLA,Leuven,1977.0,232.0,4.0,0,0,10.0,0.0,0,1,517.0,FUELOIL,0,1689.9286153384955,2.835826058651814,1.0
14967,149900.0,APARTMENT,APARTMENT,Antwerp,1974.0,71.0,1.0,0,0,0.0,0.0,0,0,476.0,GAS,1,384.0,3.1810252350206434,3.0
14968,299900.0,HOUSE,HOUSE,Antwerp,1961.0,110.0,3.0,0,0,0.0,60.0,0,1,319.0,GAS,1,783.0,4.0,4.0
14969,890000.0,HOUSE,VILLA,Halle-Vilvoorde,1980.0,316.0,5.0,0,0,140.0,1560.0,0,0,154.0,GAS,1,3329.0,4.291279754082513,6.0
14970,449000.0,HOUSE,HOUSE,Kortrijk,1960.0,243.0,3.0,0,0,40.0,425.0,0,1,172.0,FUELOIL,0,438.0,3.0,6.0
14971,325000.0,HOUSE,VILLA,Charleroi,1993.0,105.0,3.0,0,0,36.0,400.0,0,1,350.0,FUELOIL,1,892.0,3.0,6.0
14972,139000.0,APARTMENT,APARTMENT,Antwerp,1918.0,75.0,1.0,0,0,0.0,0.0,0,0,405.0,GAS,1,592.0,4.0,1.0
14973,375000.0,HOUSE,HOUSE,Oostend,1956.0,240.0,6.0,0,0,0.0,0.0,0,0,270.0,FUELOIL,1,1241.5512383947066,3.5429153669101945,4.0
14974,179000.0,APARTMENT,APARTMENT,Brussels,1965.0,78.0,2.0,0,1,8.0,0.0,0,1,477.0,GAS,1,1047.0,4.0,3.0
14975,895000.0,HOUSE,HOUSE,Brussels,1900.0,310.0,5.0,0,0,1.0,50.0,0,1,330.0,GAS,1,1961.169250636326,5.0,6.0
14976,425000.0,HOUSE,HOUSE,Liège,1992.0,165.0,4.0,0,0,0.0,0.0,0,1,284.0,GAS,1,1393.0,3.0,4.0
14977,710000.0,HOUSE,VILLA,Thuin,1999.0,233.0,5.0,0,0,101.0,13407.0,0,1,167.0,FUELOIL,1,1705.151303998116,3.669720299668813,4.0
14978,285000.0,HOUSE,TOWN_HOUSE,Leuven,1977.0,220.0,2.0,0,0,20.0,145.0,0,1,184.0,GAS,1,1006.0,3.508826424318891,4.0
14979,370000.0,APARTMENT,APARTMENT,Antwerp,1950.0,97.0,2.0,0,1,0.0,40.0,0,0,383.0,GAS,1,910.0,4.09411223902009,6.0
14980,230000.0,APARTMENT,APARTMENT,Halle-Vilvoorde,1973.0,84.0,2.0,0,0,6.0,0.0,0,1,333.0,GAS,0,1090.0,3.0,4.0
14981,475000.0,HOUSE,HOUSE,Leuven,1950.0,350.0,6.0,0,1,0.0,0.0,0,0,302.0,GAS,1,1.0,3.614763899076874,4.123903862165951
14982,865000.0,APARTMENT,APARTMENT,Brussels,1951.0,200.0,2.0,0,0,0.0,0.0,0,0,174.0,GAS,1,3356.0,5.0,5.0
14983,250000.0,APARTMENT,APARTMENT,Nivelles,2020.0,110.0,2.0,0,0,6.0,0.0,0,0,115.0,GAS,1,1068.5661392436448,3.0,6.0
14984,140000.0,APARTMENT,APARTMENT,Liège,1899.0,75.0,2.0,0,0,7.0,0.0,0,1,125.0,GAS,1,916.339252074084,3.0,4.0
14985,289000.0,HOUSE,HOUSE,Liège,1850.0,267.0,5.0,0,0,35.0,90.0,0,0,494.0,FUELOIL,1,1705.0,3.0,4.0
14986,545000.0,APARTMENT,PENTHOUSE,Brugge,1986.0,52.0,1.0,0,0,0.0,0.0,0,0,283.0,GAS,1,1476.8109731785262,3.607264138757852,4.0
14987,190000.0,APARTMENT,APARTMENT,Soignies,2013.0,85.0,2.0,0,0,17.0,296.0,0,1,159.0,GAS,1,985.5332917230435,3.0,3.689138002275822
14988,324900.0,APARTMENT,APARTMENT,Aalst,1956.0,166.0,3.0,0,0,44.0,0.0,0,1,197.0,GAS,0,1172.2188106710296,3.0,4.0
14989,269000.0,HOUSE,HOUSE,Mechelen,1948.0,111.0,3.0,0,1,5.0,7.0,0,0,182.0,GAS,1,421.0,3.0,4.0
14990,240000.0,APARTMENT,APARTMENT,Nivelles,2021.0,86.0,2.0,0,1,0.0,0.0,0,1,76.0,GAS,1,1141.0,3.498562296485242,4.024334533749356
14991,253000.0,HOUSE,EXCEPTIONAL_PROPERTY,Charleroi,2021.0,124.0,3.0,0,0,0.0,0.0,0,1,90.0,GAS,0,1072.717781672077,3.0,3.6969474420841753
14992,225000.0,APARTMENT,APARTMENT,Brugge,1979.0,86.0,2.0,0,0,1.0,0.0,0,0,245.0,GAS,0,897.0,3.0,3.6935459325710944
14993,159000.0,APARTMENT,APARTMENT,Oostend,1958.0,47.0,1.0,0,0,0.0,0.0,0,1,245.0,GAS,1,433.0,3.1844769847375423,3.0
14994,328000.0,APARTMENT,GROUND_FLOOR,Brussels,1970.0,88.0,2.0,0,0,78.0,0.0,0,0,414.0,GAS,1,1353.0,3.0,4.0
14995,900000.0,HOUSE,VILLA,Halle-Vilvoorde,2002.0,210.0,4.0,0,0,30.0,300.0,0,1,137.0,GAS,1,1968.0886545925614,3.0,6.0
14996,409900.0,HOUSE,EXCEPTIONAL_PROPERTY,Charleroi,1875.0,247.0,4.0,0,1,25.0,925.0,0,0,290.0,GAS,1,607.0,3.0,5.0
14997,740000.0,HOUSE,VILLA,Leuven,1995.0,519.0,4.0,0,0,103.0,0.0,0,0,310.0,FUELOIL,1,2713.0,5.0,5.051807151210757
14998,299000.0,HOUSE,HOUSE,Hasselt,1970.0,160.0,3.0,0,1,0.0,0.0,0,0,373.0,FUELOIL,1,1136.3762981580237,3.0,3.0
14999,365000.0,HOUSE,TOWN_HOUSE,Halle-Vilvoorde,2007.0,213.0,3.0,0,0,72.0,52.0,0,0,127.0,GAS,1,1064.0,5.0,6.0
15000,119000.0,HOUSE,HOUSE,Tournai,1930.0,97.0,2.0,0,1,0.0,0.0,0,1,424.0,GAS,1,887.2777554933425,4.0,1.0
15001,189000.0,APARTMENT,FLAT_STUDIO,Antwerp,2017.0,53.0,0.0,0,0,2.0,0.0,0,0,84.0,GAS,1,606.0,3.4732922508185133,4.003097776019414
15002,362500.0,APARTMENT,APARTMENT,Brussels,2024.0,118.0,3.0,0,0,17.0,0.0,0,1,25.0,GAS,1,1224.252728468184,5.0,5.005501782466824
15003,845000.0,APARTMENT,APARTMENT,Brugge,1986.0,82.0,3.0,0,0,0.0,0.0,0,0,187.0,GAS,0,1891.9752109912024,4.273974459597111,6.0
15004,650000.0,APARTMENT,APARTMENT,Brussels,1971.0,150.0,3.0,0,0,16.0,0.0,0,0,160.0,GAS,1,1912.0,5.0,4.0
15005,269000.0,HOUSE,TOWN_HOUSE,Aalst,1972.0,150.0,3.0,0,0,15.0,90.0,0,0,531.0,FUELOIL,0,768.0,3.2261505606461776,3.0
15006,289000.0,HOUSE,HOUSE,Mechelen,1959.0,141.0,3.0,0,0,0.0,0.0,0,0,662.0,FUELOIL,0,734.0,3.0,3.0
15007,290000.0,HOUSE,HOUSE,Turnhout,1967.0,192.0,4.0,0,0,0.0,0.0,0,0,751.0,GAS,1,1103.0,2.6810063477540553,1.0
15008,89999.0,HOUSE,HOUSE,Charleroi,1970.0,125.0,2.0,0,0,20.0,0.0,0,1,286.0,ELECTRIC,1,417.0,4.0,4.0
15009,265000.0,APARTMENT,APARTMENT,Brugge,1981.0,114.0,3.0,0,0,0.0,0.0,0,0,390.0,FUELOIL,1,633.0,5.0,6.0
15010,174000.0,HOUSE,HOUSE,Eeklo,1933.0,75.0,1.0,0,0,0.0,0.0,0,0,327.0,GAS,1,190.0,3.466679503342653,4.0
15011,265000.0,APARTMENT,DUPLEX,Nivelles,2004.0,110.0,2.0,0,0,0.0,0.0,0,1,419.0,GAS,1,1059.0,3.0,6.0
15012,449000.0,HOUSE,APARTMENT_BLOCK,Dendermonde,2011.0,318.0,6.0,0,0,0.0,0.0,0,1,95.0,GAS,1,1866.0,3.57102921941307,4.0
15013,800000.0,APARTMENT,APARTMENT,Brussels,2017.0,154.0,3.0,0,0,14.0,0.0,0,1,99.0,GAS,1,1829.7005753160997,5.0,6.0
15014,350000.0,HOUSE,HOUSE,Oudenaarde,1850.0,173.0,3.0,0,0,0.0,0.0,0,1,1116.0,GAS,0,1206.9542185721039,3.5529951974867977,4.070659878111405
15015,355000.0,HOUSE,BUNGALOW,Liège,1966.0,130.0,2.0,0,0,30.0,370.0,0,0,333.0,FUELOIL,1,1398.0,3.0,6.0
15016,720000.0,HOUSE,HOUSE,Leuven,2007.0,252.0,4.0,0,0,30.0,0.0,0,0,134.0,GAS,1,2393.0,5.0,6.0
15017,225000.0,APARTMENT,APARTMENT,Antwerp,1977.0,99.0,3.0,0,0,2.0,0.0,0,0,84.0,GAS,1,887.0,3.0,4.0
15018,330000.0,APARTMENT,APARTMENT,Brussels,2018.0,92.0,2.0,0,0,8.0,0.0,0,0,58.0,GAS,1,1179.276602679191,5.0,6.0
15019,339500.0,HOUSE,TOWN_HOUSE,Antwerp,1970.0,154.0,3.0,0,0,15.0,0.0,0,0,284.0,GAS,1,924.0,3.5294247603873625,4.0
15020,574000.0,APARTMENT,APARTMENT,Brussels,2023.0,143.0,3.0,0,0,55.0,0.0,0,1,45.0,GAS,1,1516.9435161332458,5.0,6.0
15021,285000.0,HOUSE,HOUSE,Brugge,1965.0,200.0,3.0,0,0,0.0,0.0,0,0,372.0,GAS,1,721.0,4.0,3.0
15022,349000.0,APARTMENT,PENTHOUSE,Liège,2024.0,111.0,3.0,0,0,31.0,0.0,0,0,44.0,GAS,1,1.0,3.0,3.709457460170473
15023,249000.0,APARTMENT,APARTMENT,Brussels,1988.0,62.0,1.0,0,0,0.0,0.0,0,0,109.0,GAS,1,1067.1822584961108,3.4952215713054606,4.0
15024,215000.0,APARTMENT,APARTMENT,Brussels,1954.0,52.0,1.0,0,0,0.0,0.0,0,1,242.0,GAS,0,565.0,4.0,3.0
15025,298000.0,APARTMENT,APARTMENT,Antwerp,1977.0,114.0,1.0,0,1,0.0,0.0,0,0,175.0,GAS,1,1134.9924173475065,4.0,4.0
15026,179000.0,APARTMENT,APARTMENT,Brussels,1967.0,75.0,2.0,0,0,18.0,0.0,0,0,191.0,FUELOIL,0,996.0,4.0,1.0
15028,595000.0,HOUSE,VILLA,Nivelles,2007.0,241.0,6.0,0,0,0.0,0.0,0,1,220.0,FUELOIL,1,1756.0,5.0,5.034216005769288
15029,750000.0,HOUSE,HOUSE,Brussels,1938.0,326.0,6.0,0,0,4.0,70.0,0,1,340.0,GAS,1,1760.5065357229,1.0,3.0
15030,235000.0,APARTMENT,APARTMENT,Veurne,1990.0,61.0,1.0,0,0,0.0,0.0,0,0,308.0,GAS,0,676.0,3.489848752105397,4.0
15031,535000.0,HOUSE,HOUSE,Nivelles,1930.0,152.0,3.0,0,0,30.0,348.0,0,1,138.0,GAS,1,1462.9721652339772,5.0,5.0
15032,385000.0,APARTMENT,APARTMENT,Leuven,2012.0,87.0,2.0,0,0,16.0,0.0,0,1,93.0,GAS,1,1103.0,3.0,6.0
15033,299000.0,HOUSE,HOUSE,Halle-Vilvoorde,1961.0,177.0,3.0,0,0,24.0,554.0,0,0,673.0,GAS,0,686.0,3.0,1.0
15034,499500.0,HOUSE,HOUSE,Antwerp,1966.0,167.0,5.0,0,1,36.0,1000.0,0,0,253.0,GAS,1,999.0,3.5899593620976744,4.0
15035,396400.0,APARTMENT,APARTMENT,Brussels,2024.0,84.0,2.0,0,0,9.0,0.0,0,0,45.0,GAS,1,1271.1662873240648,5.0,6.0
15036,362000.0,APARTMENT,APARTMENT,Brussels,2023.0,94.0,2.0,0,0,16.0,0.0,0,1,108.0,GAS,1,1223.5607880502146,5.0,6.0
15037,795000.0,APARTMENT,APARTMENT,Brugge,2005.0,85.0,2.0,0,0,0.0,0.0,0,1,163.0,GAS,0,1822.7811713847236,3.7732150326945835,4.257868117528169
15038,410000.0,HOUSE,TOWN_HOUSE,Halle-Vilvoorde,1968.0,188.0,3.0,0,0,0.0,306.0,0,0,450.0,GAS,0,1289.9870661420955,3.0,4.0
15039,215000.0,APARTMENT,APARTMENT,Mouscron,2023.0,78.0,1.0,0,1,24.0,14.0,1,1,81.0,GAS,0,1020.1303115440885,3.0,3.6922369863267557
15040,319000.0,HOUSE,HOUSE,Liège,2007.0,202.0,3.0,0,0,21.0,0.0,0,1,155.0,GAS,0,745.0,3.0,3.7053409427584594
15041,199000.0,APARTMENT,APARTMENT,Brussels,1980.0,85.0,2.0,0,0,6.0,0.0,0,0,212.0,GAS,1,997.9882189154963,2.6465649649822343,1.0
15042,650000.0,APARTMENT,APARTMENT,Halle-Vilvoorde,2009.0,202.0,3.0,0,1,22.0,0.0,0,1,208.0,GAS,1,1622.118456430272,3.0,3.746159308813007
15043,124999.0,APARTMENT,APARTMENT,Charleroi,1900.0,80.0,2.0,0,0,0.0,0.0,0,1,389.0,ELECTRIC,1,1132.0,3.0,4.0
15044,475000.0,HOUSE,VILLA,Oudenaarde,1976.0,319.0,4.0,0,0,0.0,0.0,0,0,710.0,FUELOIL,1,1098.0,3.6148365630556647,4.123382418400512
15045,469000.0,HOUSE,HOUSE,Sint-Niklaas,1962.0,271.0,3.0,0,0,0.0,513.0,0,1,404.0,GAS,1,1371.636032925906,3.0,3.7237226642842454
15046,495000.0,HOUSE,HOUSE,Dinant,2016.0,180.0,3.0,0,0,200.0,850.0,0,0,83.0,GAS,1,989.0,5.0,6.0
15047,265000.0,HOUSE,HOUSE,Soignies,1925.0,138.0,4.0,0,0,0.0,0.0,0,1,335.0,FUELOIL,0,528.0,3.5108915979263347,4.035160749409632
15048,369000.0,HOUSE,HOUSE,Brussels,1855.0,150.0,5.0,0,1,30.0,0.0,0,0,565.0,GAS,1,743.0,2.7108168119744676,1.0
15049,1295000.0,HOUSE,VILLA,Veurne,2005.0,383.0,6.0,0,0,0.0,0.0,0,0,182.0,GAS,1,1579.0,3.0,3.8265868883997123
15050,290000.0,APARTMENT,APARTMENT,Brugge,2024.0,78.0,2.0,0,0,6.0,0.0,0,1,0.0,GAS,1,1123.9213710027966,3.510740980986366,4.0
15052,225000.0,APARTMENT,APARTMENT,Gent,2006.0,58.0,1.0,0,0,21.0,0.0,0,0,361.0,ELECTRIC,1,729.0,3.4911130625935485,4.018209471489281
15053,279188.0,APARTMENT,APARTMENT,Liège,2023.0,110.0,3.0,0,0,8.0,0.0,0,1,19.0,GAS,1,1108.9588518750181,3.0,3.7001936898572096
15054,965000.0,HOUSE,VILLA,Nivelles,1970.0,348.0,3.0,0,0,53.0,1500.0,0,1,509.0,GAS,1,2058.040906174779,4.0,4.0
15055,569000.0,HOUSE,HOUSE,Brussels,1988.0,240.0,5.0,0,0,20.0,350.0,0,0,240.0,GAS,1,2659.0,5.0,4.0
15056,149000.0,APARTMENT,FLAT_STUDIO,Oostend,1966.0,35.0,0.0,0,0,0.0,0.0,0,1,177.0,GAS,0,515.0,3.0,4.0
15057,480000.0,HOUSE,APARTMENT_BLOCK,Brussels,1967.0,150.0,5.0,0,0,5.0,150.0,0,1,339.0,GAS,1,1386.8587216371307,4.0,4.372576612386435
15058,630000.0,APARTMENT,APARTMENT,Brugge,1989.0,55.0,2.0,0,0,0.0,0.0,0,0,164.0,GAS,1,1594.4408405245497,3.0,6.0
15059,1695000.0,HOUSE,VILLA,Brugge,2022.0,250.0,5.0,0,0,0.0,0.0,0,0,0.0,GAS,0,3068.273884951425,4.042564654197885,4.0
15060,319000.0,HOUSE,HOUSE,Sint-Niklaas,1995.0,179.0,3.0,0,0,20.0,56.0,0,0,146.0,GAS,1,1164.053913993247,3.0,4.0
15061,799000.0,HOUSE,HOUSE,Halle-Vilvoorde,1970.0,229.0,5.0,0,0,40.0,585.0,0,0,339.0,GAS,1,3257.0,5.0,4.0
15062,479000.0,HOUSE,HOUSE,Huy,2016.0,217.0,4.0,0,1,100.0,1350.0,1,1,129.0,GAS,1,1209.0,3.0,4.0
15063,375000.0,APARTMENT,APARTMENT,Oostend,1991.0,97.0,2.0,0,0,4.0,0.0,0,0,217.0,ELECTRIC,1,1254.0,3.0,3.712064180975866
15064,150000.0,APARTMENT,APARTMENT,Nivelles,1974.0,50.0,1.0,0,1,0.0,0.0,0,0,642.0,GAS,0,756.0,4.0,1.0
15065,1300000.0,HOUSE,VILLA,Halle-Vilvoorde,2008.0,326.0,6.0,0,0,25.0,1000.0,0,1,184.0,GAS,1,4865.0,5.0,6.0
15066,575000.0,APARTMENT,GROUND_FLOOR,Turnhout,1918.0,168.0,3.0,0,0,0.0,0.0,0,0,212.0,GAS,1,1579.0,3.618631799702501,4.0
15067,580000.0,HOUSE,APARTMENT_BLOCK,Aalst,1918.0,390.0,12.0,0,0,0.0,315.0,0,1,815.0,ELECTRIC,0,1525.2468009906574,3.0,1.0
15068,675000.0,APARTMENT,APARTMENT,Brugge,1989.0,85.0,2.0,0,0,0.0,0.0,0,1,156.0,GAS,1,1656.715476248506,3.6564720231119425,4.0
15069,255000.0,HOUSE,HOUSE,Charleroi,2011.0,218.0,4.0,0,0,0.0,300.0,0,1,307.0,GAS,1,512.0,1.0,4.0
15070,335000.0,HOUSE,HOUSE,Halle-Vilvoorde,1955.0,209.0,3.0,0,0,8.0,0.0,0,0,390.0,GAS,1,1186.1960067044188,4.0,3.0
15071,159000.0,APARTMENT,APARTMENT,Soignies,1999.0,102.0,2.0,0,0,0.0,0.0,0,1,393.0,ELECTRIC,1,555.0,4.0,4.0
15072,85000.0,HOUSE,HOUSE,Liège,1954.0,85.0,3.0,0,0,0.0,0.0,0,1,507.0,GAS,1,431.0,1.0,1.0
15073,765000.0,HOUSE,MANOR_HOUSE,Halle-Vilvoorde,1950.0,212.0,4.0,0,1,0.0,5426.0,1,0,517.0,FUELOIL,0,2052.0,4.0,3.0
15074,370000.0,HOUSE,HOUSE,Leuven,1990.0,188.0,2.0,0,0,36.0,0.0,0,0,692.0,FUELOIL,1,1234.6318344345677,3.0,3.7114506874425466
15075,513000.0,APARTMENT,APARTMENT,Brussels,2024.0,109.0,3.0,0,0,10.0,0.0,0,0,62.0,GAS,1,1432.526787769732,5.0,6.0
15076,895000.0,APARTMENT,APARTMENT,Brugge,1999.0,91.0,3.0,0,0,0.0,0.0,0,0,280.0,GAS,1,1961.1692506564432,5.0,5.071510142751719
15077,830000.0,HOUSE,VILLA,Marche-en-Famenne,2018.0,200.0,2.0,0,1,1.0,1.0,0,0,24.0,SOLAR,0,1241.0,5.0,6.0
