,price,property_type,subproperty_type,locality,construction_year,total_area_sqm,nbr_bedrooms,fl_furnished,fl_open_fire,terrace_sqm,garden_sqm,fl_swimming_pool,fl_floodzone,primary_energy_consumption_sqm,heating_type,fl_double_glazing,cadastral_income,kitchen_type,state_of_building
0,225000.0,APARTMENT,APARTMENT,Antwerp,1963.0,100.0,2.0,0,0,5.0,0.0,0,0,231.0,GAS,1,922.0,3.0,3.6935332741295
1,501000.0,HOUSE,HOUSE,Turnhout,2024.0,187.0,3.0,0,0,0.0,0.0,0,1,99.0,GAS,0,1415.9202182905433,3.627721478647192,4.13418447171125
2,982700.0,APARTMENT,DUPLEX,Nivelles,2022.0,169.0,2.0,0,0,20.0,142.0,0,0,19.0,GAS,0,2082.5355961687874,5.0,6.0
4,549000.0,HOUSE,VILLA,Dendermonde,2001.0,185.0,4.0,0,0,0.0,0.0,0,0,142.0,GAS,1,1482.3464963121337,5.0,6.0
5,175000.0,APARTMENT,FLAT_STUDIO,Brussels,1968.0,38.0,0.0,0,0,0.0,0.0,0,0,265.0,GAS,1,731.0,3.0,4.0
6,130000.0,APARTMENT,GROUND_FLOOR,Hasselt,1982.0,49.0,1.0,0,0,0.0,0.0,0,1,221.0,GAS,1,617.0,3.4501209859233173,4.0
7,165000.0,HOUSE,HOUSE,Liège,1918.0,109.0,3.0,0,0,0.0,0.0,0,0,295.0,FUELOIL,0,371.0,3.4614015750966374,3.993096038805026
8,320844.0,APARTMENT,APARTMENT,Brugge,2021.0,112.0,3.0,0,0,0.0,0.0,0,0,0.0,GAS,0,1166.605790176138,3.538566591834397,4.0583941625418865
9,300000.0,HOUSE,HOUSE,Oudenaarde,1938.0,204.0,4.0,0,0,0.0,0.0,0,0,286.0,GAS,1,604.0,3.0,3.70304379498196
10,725000.0,HOUSE,HOUSE,Nivelles,1992.0,480.0,5.0,0,0,25.0,700.0,0,1,424.0,FUELOIL,1,1725.9095158960959,5.0,4.0
11,265000.0,APARTMENT,APARTMENT,Antwerp,1978.0,102.0,2.0,0,0,10.0,0.0,0,0,119.0,GAS,1,1068.0,3.0,5.0
12,159000.0,HOUSE,HOUSE,Liège,1981.0,100.0,2.0,0,0,18.0,0.0,0,0,353.0,PELLET,1,410.0,3.0,3.0
13,349000.0,APARTMENT,APARTMENT,Kortrijk,2023.0,124.0,3.0,0,0,26.0,0.0,0,1,99.0,GAS,0,1205.5703377807106,3.5330737900393765,4.0
14,174400.0,APARTMENT,APARTMENT,Brugge,1970.0,87.0,2.0,0,0,0.0,0.0,0,0,560.0,GAS,0,963.9447513703611,3.1904069838112035,3.0
15,235000.0,APARTMENT,DUPLEX,Brussels,1960.0,95.0,2.0,0,0,0.0,0.0,0,1,558.0,GAS,0,1047.8079273962667,3.4899222606827123,4.0
16,160000.0,APARTMENT,FLAT_STUDIO,Brussels,1968.0,30.0,0.0,0,0,0.0,0.0,0,1,294.0,GAS,1,736.0,3.4614919704945772,4.0
17,765000.0,APARTMENT,APARTMENT,Brugge,1971.0,88.0,3.0,0,0,0.0,0.0,0,1,215.0,GAS,1,919.0,4.243522209883131,6.0
18,499000.0,HOUSE,EXCEPTIONAL_PROPERTY,Leuven,2023.0,231.0,3.0,0,0,0.0,630.0,0,1,31.0,GAS,0,1413.152456669909,5.0,6.0
19,335000.0,HOUSE,TOWN_HOUSE,Huy,2020.0,250.0,5.0,0,0,0.0,0.0,0,0,126.0,FUELOIL,1,1.0,3.5454924264065824,4.064908788431952
20,365000.0,HOUSE,HOUSE,Sint-Niklaas,1958.0,200.0,4.0,0,1,0.0,400.0,0,0,711.0,GAS,1,1227.7124304561062,1.0,4.0
21,675200.0,APARTMENT,PENTHOUSE,Liège,2023.0,169.0,3.0,0,1,51.0,0.0,0,1,119.0,GAS,1,1656.9922523998503,4.0,4.396773479856128
22,282150.0,APARTMENT,APARTMENT,Veurne,2023.0,69.0,1.0,0,0,18.0,0.0,0,0,0.0,GAS,0,1113.0579067789556,3.5077695818157535,4.0
23,269000.0,APARTMENT,APARTMENT,Halle-Vilvoorde,2022.0,80.0,1.0,0,0,14.0,0.0,0,0,40.0,GAS,0,1094.8598743522784,3.5129102387186384,4.036583771610824
24,198000.0,APARTMENT,APARTMENT,Tournai,2024.0,85.0,2.0,0,0,11.0,0.0,0,0,8704.0,GAS,1,996.6043380157314,3.0,6.0
25,175000.0,APARTMENT,GROUND_FLOOR,Namur,1983.0,115.0,3.0,0,0,7.0,0.0,0,0,513.0,GAS,0,1360.0,4.0,4.0
26,345000.0,APARTMENT,APARTMENT,Brugge,1974.0,40.0,1.0,0,0,0.0,0.0,0,0,198.0,GAS,1,1200.034814615191,5.0,4.0
27,275000.0,APARTMENT,APARTMENT,Brussels,1930.0,75.0,1.0,0,1,0.0,0.0,0,1,198.0,GAS,1,531.0,3.2283731958922903,3.0
28,349000.0,HOUSE,HOUSE,Leuven,1931.0,144.0,3.0,0,0,0.0,0.0,0,1,503.0,GAS,1,592.0,3.0,1.0
29,375000.0,HOUSE,HOUSE,Antwerp,1961.0,161.0,4.0,0,0,0.0,99.0,0,1,471.0,GAS,0,986.0,3.542864842952577,4.0
30,649000.0,HOUSE,HOUSE,Brussels,1955.0,175.0,4.0,0,0,6.0,25.0,0,0,257.0,GAS,1,1620.7345756319278,3.0,4.0
31,290000.0,HOUSE,HOUSE,Kortrijk,1977.0,148.0,3.0,0,0,0.0,0.0,0,1,250.0,GAS,0,897.0,3.5106961173190907,4.0
32,350000.0,HOUSE,VILLA,Philippeville,2009.0,193.0,4.0,0,0,0.0,0.0,0,1,155.0,GAS,1,1199.0,3.0,3.7089755277222505
33,499900.0,APARTMENT,APARTMENT,Aalst,1994.0,260.0,5.0,0,0,45.0,960.0,0,1,199.0,GAS,1,1414.3979494188147,3.0,4.0
34,225000.0,HOUSE,HOUSE,Aalst,1930.0,158.0,2.0,0,0,12.0,0.0,0,0,1090.0,GAS,1,294.0,3.0,3.0
35,1590000.0,HOUSE,HOUSE,Brussels,1911.0,537.0,4.0,0,0,30.0,75.0,0,1,180.0,GAS,1,2922.9664017065775,5.0,4.0
36,148000.0,APARTMENT,APARTMENT,Brussels,2024.0,42.0,1.0,0,0,8.0,0.0,0,0,60.0,GAS,0,927.4102984437582,1.0,2.3889509188306945
37,336060.0,APARTMENT,APARTMENT,Namur,2023.0,104.0,2.0,0,1,18.0,0.0,0,1,55.0,ELECTRIC,1,1187.6629203199511,3.5460966255704003,4.064795422251922
38,175000.0,HOUSE,HOUSE,Mechelen,1918.0,95.0,2.0,0,0,0.0,0.0,0,0,849.0,GAS,0,312.0,2.6373513750779707,1.0
39,635000.0,HOUSE,VILLA,Halle-Vilvoorde,1990.0,330.0,5.0,0,0,40.0,0.0,0,1,289.0,FUELOIL,1,2054.0,5.0,4.0
40,285000.0,HOUSE,HOUSE,Liège,1918.0,143.0,5.0,0,0,88.0,500.0,0,1,350.0,FUELOIL,1,498.0,3.0,4.0
41,220000.0,APARTMENT,APARTMENT,Brussels,1948.0,50.0,1.0,0,0,0.0,0.0,0,1,1402.0,GAS,0,1027.0497155016428,3.0,4.0
42,665000.0,HOUSE,VILLA,Aalst,1995.0,281.0,4.0,0,0,0.0,0.0,0,0,238.0,FUELOIL,1,1241.0,3.0,4.0
43,245000.0,APARTMENT,APARTMENT,Oostend,2001.0,69.0,2.0,0,0,4.0,0.0,0,1,210.0,ELECTRIC,0,874.0,3.0,4.0
44,249000.0,HOUSE,HOUSE,Antwerp,1933.0,145.0,6.0,0,1,21.0,0.0,0,0,745.0,GAS,1,666.0,1.0,1.0
45,299000.0,APARTMENT,FLAT_STUDIO,Brussels,2022.0,38.0,0.0,0,0,9.0,0.0,0,0,55.0,GAS,0,1136.3762981227296,5.0,4.997630362977452
46,335000.0,APARTMENT,APARTMENT,Liège,1959.0,155.0,4.0,0,0,3.0,0.0,0,0,176.0,GAS,1,1864.0,3.0,3.0
47,390000.0,HOUSE,HOUSE,Namur,1900.0,290.0,5.0,0,0,0.0,1500.0,0,0,286.0,FUELOIL,1,1338.0,3.0,1.0
48,480000.0,HOUSE,HOUSE,Antwerp,2022.0,179.0,5.0,0,0,28.0,77.0,0,1,30.0,GAS,1,1.0,5.0,6.0
49,390000.0,HOUSE,VILLA,Nivelles,1971.0,186.0,4.0,0,0,10.0,570.0,0,1,426.0,FUELOIL,1,3140.0,3.0,1.0
50,329000.0,APARTMENT,APARTMENT,Brussels,1958.0,120.0,2.0,0,0,7.0,0.0,0,0,200.0,GAS,1,1177.8927219513457,5.0,3.0
51,549000.0,HOUSE,HOUSE,Halle-Vilvoorde,1966.0,167.0,4.0,0,0,0.0,0.0,0,1,385.0,GAS,1,1826.0,3.6514997061807275,4.154219484079668
52,305000.0,HOUSE,HOUSE,Leuven,1940.0,105.0,2.0,0,1,5.0,125.0,0,0,218.0,GAS,1,542.0,4.0,4.0
53,299400.0,APARTMENT,APARTMENT,Hasselt,2022.0,98.0,2.0,0,0,20.0,59.0,0,1,0.0,ELECTRIC,1,1136.929850455549,3.5142990895473543,4.0
54,179000.0,APARTMENT,APARTMENT,Oostend,1987.0,442.0,1.0,0,0,35.0,0.0,0,0,313.0,GAS,1,619.0,3.0,4.0
55,695000.0,HOUSE,HOUSE,Halle-Vilvoorde,1934.0,380.0,6.0,0,0,0.0,680.0,0,1,561.0,FUELOIL,0,2503.0,2.8344738132219285,1.0
56,352000.0,APARTMENT,APARTMENT,Nivelles,2021.0,112.0,3.0,0,0,13.0,80.0,0,1,114.0,GAS,0,1209.7219801137824,3.0,6.0
57,467000.0,HOUSE,HOUSE,Brussels,1932.0,136.0,3.0,0,0,12.0,0.0,0,0,90.0,GAS,1,1368.8682713342312,3.0,4.0
58,219000.0,APARTMENT,APARTMENT,Brussels,2011.0,75.0,1.0,0,0,36.0,0.0,0,1,146.0,GAS,1,935.0,4.0,4.0
59,317000.0,HOUSE,VILLA,Liège,2023.0,190.0,4.0,0,0,20.0,160.0,0,0,47.0,GAS,1,1161.286152368515,4.074114744682035,6.0
60,310000.0,APARTMENT,APARTMENT,Liège,2024.0,96.0,2.0,0,0,9.0,0.0,0,1,45.0,GAS,1,1151.5989868640597,3.0,3.704013125720305
61,185000.0,APARTMENT,APARTMENT,Huy,1830.0,81.0,2.0,0,0,7.0,0.0,0,1,353.0,GAS,1,568.0,3.0,6.0
62,255000.0,APARTMENT,APARTMENT,Turnhout,2010.0,93.0,1.0,0,0,0.0,0.0,0,1,0.0,GAS,0,1075.485543212063,4.050646369067008,6.0
63,197455.0,APARTMENT,APARTMENT,Mons,2022.0,84.0,2.0,0,0,4.0,0.0,0,1,95.0,GAS,1,995.8501229756439,1.0,6.0
64,450000.0,HOUSE,APARTMENT_BLOCK,Namur,1912.0,256.0,10.0,0,0,1.0,1.0,0,1,215.0,FUELOIL,1,1172.0,3.0,4.0
65,224000.0,APARTMENT,APARTMENT,Aalst,2005.0,78.0,2.0,0,0,6.0,0.0,0,1,115.0,GAS,1,1032.5852386730207,3.0,4.0
66,920000.0,APARTMENT,APARTMENT,Brussels,1966.0,250.0,2.0,0,0,6.0,0.0,1,0,153.0,GAS,1,1995.7662704574382,5.0,6.0
67,535000.0,HOUSE,HOUSE,Aalst,1972.0,454.0,5.0,0,0,0.0,0.0,0,0,151.0,GAS,1,1343.0,3.6445405655666105,4.148549564070633
68,349000.0,HOUSE,HOUSE,Tongeren,1973.0,190.0,3.0,0,0,17.0,567.0,0,0,366.0,GAS,1,1177.0,3.0,4.0
69,110000.0,APARTMENT,FLAT_STUDIO,Liège,1974.0,36.0,0.0,0,1,0.0,0.0,0,0,306.0,GAS,0,694.0,3.4342091773987526,3.9697658691161726
70,299000.0,APARTMENT,APARTMENT,Aalst,2010.0,102.0,2.0,0,0,0.0,0.0,0,1,336.0,ELECTRIC,0,1091.0,3.0,3.7026725484666865
71,420000.0,APARTMENT,APARTMENT,Waremme,2023.0,105.0,2.0,0,0,59.0,0.0,0,1,78.0,GAS,1,1303.8258740766578,3.0,3.7176486555444144
72,249000.0,HOUSE,HOUSE,Tongeren,1959.0,240.0,3.0,0,0,0.0,0.0,0,1,514.0,ELECTRIC,1,603.0,3.4951297997887094,4.0
73,310000.0,APARTMENT,GROUND_FLOOR,Mechelen,2022.0,96.0,2.0,0,0,10.0,62.0,0,0,43.0,GAS,1,1151.5989868223012,5.0,6.0
74,235000.0,APARTMENT,APARTMENT,Antwerp,1976.0,85.0,2.0,0,1,2.0,0.0,0,1,119.0,GAS,1,1047.8079273943101,3.0,4.0
75,295000.0,APARTMENT,APARTMENT,Turnhout,2024.0,93.0,2.0,0,0,21.0,0.0,0,1,10.0,GAS,1,1130.8407749259031,4.065787256560574,6.0
76,294948.0,APARTMENT,APARTMENT,Nivelles,2024.0,94.0,2.0,0,0,36.0,0.0,0,0,63.0,GAS,1,1130.7688131702048,3.0,3.7021472894029186
77,185000.0,APARTMENT,APARTMENT,Mons,1966.0,130.0,3.0,0,0,0.0,0.0,0,1,147.0,GAS,1,13000.0,3.0,4.0
78,325000.0,HOUSE,HOUSE,Kortrijk,2021.0,112.0,3.0,0,0,0.0,0.0,0,0,35.0,GAS,0,1172.3571987524065,3.5239892575432368,4.0
79,235000.0,APARTMENT,APARTMENT,Oostend,2023.0,58.0,1.0,0,0,4.0,0.0,0,0,0.0,GAS,0,1047.8079273962667,3.4899222606827123,4.0
80,565000.0,APARTMENT,APARTMENT,Veurne,1972.0,89.0,3.0,0,0,0.0,0.0,0,0,236.0,GAS,1,961.0,3.0,3.7358979517823045
81,279000.0,HOUSE,HOUSE,Mouscron,1930.0,285.0,6.0,0,0,20.0,82.0,0,0,402.0,GAS,1,867.0,3.0,4.0
82,1595000.0,APARTMENT,APARTMENT,Brussels,1979.0,306.0,4.0,0,1,36.0,0.0,0,1,202.0,GAS,1,4912.0,4.16926097925401,4.593530076165498
83,245000.0,HOUSE,HOUSE,Dinant,1920.0,175.0,4.0,0,0,112.0,0.0,0,1,551.0,GAS,1,508.0,5.0,5.0
84,335000.0,APARTMENT,PENTHOUSE,Kortrijk,2021.0,112.0,3.0,0,0,0.0,9.0,0,0,78.0,GAS,1,1186.1960066808665,3.527774479416628,4.0
85,675000.0,APARTMENT,APARTMENT,Veurne,2005.0,84.0,2.0,0,0,0.0,0.0,0,0,290.0,ELECTRIC,1,810.0,3.713776732949121,4.207797991976902
86,639000.0,HOUSE,HOUSE,Mouscron,2008.0,234.0,5.0,0,0,0.0,0.0,0,1,166.0,GAS,1,2023.0,3.6429274905806808,4.0
87,1290000.0,HOUSE,HOUSE,Brussels,1947.0,700.0,4.0,0,0,0.0,0.0,0,1,256.0,GAS,1,2491.0,3.8892598464405697,4.0
88,265000.0,APARTMENT,APARTMENT,Veurne,1918.0,128.0,2.0,0,0,0.0,0.0,0,0,495.0,GAS,1,969.0,2.671523640526573,1.0
89,268700.0,APARTMENT,GROUND_FLOOR,Gent,2021.0,76.0,1.0,0,0,11.0,0.0,0,0,1.0,GAS,1,1.0,5.0,6.0
90,89000.0,HOUSE,HOUSE,Neufchâteau,1875.0,134.0,2.0,0,0,10.0,580.0,0,0,520.0,GAS,1,331.0,1.0,1.0
91,120000.0,HOUSE,HOUSE,Antwerp,1947.0,130.0,2.0,0,0,0.0,0.0,0,1,970.0,GAS,0,443.0,3.4391405137900692,3.9740991123299994
92,160000.0,HOUSE,HOUSE,Thuin,1955.0,92.0,3.0,0,0,0.0,400.0,0,1,693.0,GAS,0,602.0,4.0,3.0
93,715000.0,HOUSE,VILLA,Gent,1899.0,208.0,3.0,0,0,50.0,920.0,0,0,206.0,GAS,1,1121.0,3.671496052508535,4.0
94,990000.0,HOUSE,HOUSE,Brussels,2022.0,251.0,4.0,0,0,16.0,0.0,0,0,49.0,GAS,1,2092.6379259565524,5.0,6.0
95,485000.0,HOUSE,HOUSE,Aalst,1971.0,294.0,4.0,0,1,0.0,2093.0,0,0,319.0,GAS,1,1191.0,3.0,4.0
96,465000.0,APARTMENT,APARTMENT,Kortrijk,2021.0,110.0,2.0,0,0,9.0,0.0,0,0,0.0,GAS,1,1366.1005097565294,5.0,4.0
97,465000.0,APARTMENT,LOFT,Kortrijk,1908.0,180.0,2.0,0,1,0.0,0.0,0,0,135.0,GAS,1,1070.0,3.0,4.0
98,189000.0,HOUSE,HOUSE,Aalst,1918.0,94.0,2.0,0,0,16.0,197.0,0,0,271.0,ELECTRIC,0,337.0,3.0,3.689341719034641
99,114900.0,APARTMENT,FLAT_STUDIO,Brussels,1976.0,38.0,0.0,0,0,6.0,0.0,0,1,337.0,GAS,0,760.0,3.0,3.6798902267931863
100,299000.0,APARTMENT,APARTMENT,Oostend,2021.0,79.0,2.0,0,0,11.0,0.0,0,0,0.0,GAS,0,1136.3762981384107,3.5141476806724183,4.0
101,395000.0,HOUSE,HOUSE,Nivelles,1960.0,110.0,3.0,0,0,0.0,0.0,0,0,502.0,FUELOIL,1,1933.0,5.0,3.0
102,440000.0,HOUSE,MANSION,Halle-Vilvoorde,1850.0,320.0,5.0,0,0,40.0,40.0,0,0,621.0,GAS,0,1601.0,3.0,4.0
103,459000.0,HOUSE,HOUSE,Neufchâteau,1980.0,230.0,5.0,0,0,15.0,1600.0,0,0,425.0,FUELOIL,1,1357.7972249561299,5.0,6.0
104,625000.0,APARTMENT,PENTHOUSE,Veurne,1988.0,80.0,2.0,1,0,190.0,0.0,0,1,354.0,ELECTRIC,0,1192.0,3.0,4.0
105,283000.0,APARTMENT,APARTMENT,Leuven,1996.0,81.0,2.0,0,0,0.0,0.0,0,1,197.0,GAS,1,1114.2342054588328,5.0,4.0
106,1795000.0,HOUSE,VILLA,Mechelen,2014.0,610.0,6.0,0,0,0.0,0.0,0,0,134.0,GAS,1,3010.0,5.0,5.183173145944862
107,265000.0,APARTMENT,APARTMENT,Liège,2010.0,103.0,3.0,0,0,10.0,0.0,0,1,115.0,GAS,1,1169.0,3.0,3.6983946116467417
108,649000.0,HOUSE,HOUSE,Hasselt,1963.0,325.0,4.0,0,0,0.0,0.0,1,0,132.0,GAS,1,1372.0,3.6465812699771534,4.0
109,270000.0,HOUSE,HOUSE,Philippeville,2012.0,154.0,2.0,0,0,0.0,2200.0,1,1,310.0,FUELOIL,1,687.0,3.0,4.0
110,179500.0,APARTMENT,APARTMENT,Oostend,1969.0,84.0,2.0,0,0,0.0,21.0,0,0,457.0,GAS,1,743.0,3.46886920186408,4.0
111,620000.0,HOUSE,HOUSE,Nivelles,1972.0,320.0,5.0,0,0,0.0,800.0,0,1,276.0,FUELOIL,1,3391.0,5.0,4.0
112,995000.0,HOUSE,HOUSE,Dendermonde,1996.0,346.0,5.0,0,0,0.0,970.0,1,1,211.0,FUELOIL,1,1623.0,3.872165379779731,4.342257426500933
113,440000.0,APARTMENT,APARTMENT,Brussels,1979.0,165.0,2.0,0,0,44.0,0.0,0,0,189.0,GAS,0,2773.0,3.2912274689643235,3.0
114,580000.0,HOUSE,HOUSE,Halle-Vilvoorde,1996.0,270.0,4.0,1,0,50.0,100.0,0,1,130.0,GAS,1,1525.2468008903127,5.0,6.0
115,398000.0,HOUSE,HOUSE,Tongeren,1956.0,316.0,5.0,0,0,114.0,692.0,0,1,259.0,GAS,1,690.0,3.0,3.7152169370973613
116,260000.0,HOUSE,HOUSE,Kortrijk,1930.0,186.0,4.0,0,0,0.0,0.0,0,0,167.0,GAS,1,1082.4049472174167,3.499385315366191,4.0
117,865000.0,HOUSE,VILLA,Halle-Vilvoorde,1995.0,229.0,5.0,0,1,30.0,300.0,1,0,153.0,GAS,1,1906.0,3.0,4.0
118,350000.0,APARTMENT,APARTMENT,Veurne,2023.0,131.0,3.0,0,0,0.0,0.0,0,0,0.0,GAS,0,1206.9542185721039,3.5529951974867977,4.070659878111405
119,445000.0,HOUSE,HOUSE,Gent,1938.0,180.0,2.0,0,0,0.0,40.0,0,0,131.0,GAS,1,1338.422893856307,5.0,6.0
120,435000.0,HOUSE,VILLA,Nivelles,1970.0,163.0,5.0,0,0,25.0,0.0,0,0,539.0,GAS,1,3371.0,1.0,1.0
121,265000.0,APARTMENT,FLAT_STUDIO,Brussels,2023.0,59.0,0.0,0,0,0.0,0.0,0,0,20.0,GAS,1,1089.3243511442993,5.0,6.0
122,406000.0,APARTMENT,PENTHOUSE,Brussels,2016.0,114.0,2.0,0,0,38.0,0.0,0,1,89.0,GAS,1,1888.0,5.0,6.0
123,460000.0,HOUSE,HOUSE,Arlon,2005.0,145.0,3.0,0,0,0.0,0.0,0,1,230.0,FUELOIL,1,914.0,5.0,6.0
124,799000.0,HOUSE,VILLA,Halle-Vilvoorde,1970.0,298.0,4.0,0,1,0.0,0.0,0,1,366.0,GAS,1,1828.31669454363,5.0,5.059610043996132
125,170000.0,APARTMENT,FLAT_STUDIO,Halle-Vilvoorde,1972.0,44.0,0.0,0,1,8.0,0.0,1,1,283.0,ELECTRIC,1,699.0,3.4638972825943757,3.995047095464239
126,299000.0,HOUSE,VILLA,Mouscron,1990.0,158.0,3.0,0,0,15.0,230.0,0,1,185.0,GAS,0,1187.0,5.0,1.0
127,225000.0,HOUSE,HOUSE,Oudenaarde,1965.0,185.0,3.0,0,0,0.0,160.0,0,0,495.0,GAS,1,634.0,3.2094811302827235,3.0
128,498000.0,HOUSE,HOUSE,Mechelen,2012.0,154.0,3.0,0,0,0.0,0.0,0,0,162.0,GAS,1,1.0,3.626144212444136,4.13359590999368
129,275000.0,APARTMENT,APARTMENT,Mechelen,2003.0,112.0,2.0,0,1,0.0,0.0,0,0,186.0,GAS,1,922.0,3.0,3.699766277779749
131,330000.0,HOUSE,FARMHOUSE,Hasselt,1850.0,115.0,3.0,0,0,0.0,0.0,0,1,0.0,GAS,0,396.0,1.0,1.0
132,389000.0,APARTMENT,APARTMENT,Brussels,1931.0,130.0,3.0,0,1,15.0,0.0,0,1,297.0,GAS,1,603.0,3.0,3.714139047817067
133,229000.0,HOUSE,HOUSE,Hasselt,1949.0,163.0,3.0,0,0,25.0,0.0,0,1,347.0,GAS,1,560.0,2.6578258297616952,1.0
134,215000.0,APARTMENT,APARTMENT,Brussels,1935.0,90.0,2.0,0,1,3.0,0.0,0,1,376.0,GAS,0,1020.1303116010323,2.652621319979661,1.0
135,795000.0,HOUSE,HOUSE,Antwerp,1971.0,354.0,5.0,0,1,0.0,0.0,0,1,415.0,GAS,1,2543.0,4.0,1.0
136,445000.0,APARTMENT,APARTMENT,Brussels,1930.0,129.0,2.0,0,0,9.0,0.0,0,0,339.0,FUELOIL,0,1338.422893955612,2.7396814230676676,1.0
137,389000.0,APARTMENT,APARTMENT,Brussels,2024.0,72.0,1.0,0,0,6.0,0.0,0,0,62.0,GAS,1,1260.9255694570156,5.0,6.0
138,495000.0,HOUSE,HOUSE,Halle-Vilvoorde,1905.0,200.0,4.0,0,0,1.0,1.0,0,1,168.0,GAS,0,1407.6169335362265,3.5883380293908935,4.0
139,449000.0,HOUSE,HOUSE,Liège,2003.0,175.0,6.0,0,0,28.0,840.0,0,0,187.0,FUELOIL,1,974.0,3.0,4.0
140,110000.0,HOUSE,HOUSE,Soignies,1935.0,85.0,2.0,0,0,0.0,0.0,0,0,505.0,FUELOIL,1,1.0,3.4341632739007566,3.9700952770737388
141,127500.0,APARTMENT,FLAT_STUDIO,Antwerp,2014.0,30.0,0.0,1,0,6.0,0.0,0,0,144.9,GAS,0,899.0407421635279,3.0,4.0
142,224000.0,APARTMENT,APARTMENT,Antwerp,1965.0,97.0,2.0,0,1,15.0,0.0,0,0,262.0,GAS,1,783.0,3.0,4.0
143,995000.0,APARTMENT,APARTMENT,Brugge,1966.0,194.0,4.0,0,0,8.0,0.0,0,0,189.0,GAS,1,1562.0,5.0,6.0
144,189999.0,HOUSE,HOUSE,Thuin,1895.0,143.0,3.0,0,0,30.0,490.0,0,1,387.0,GAS,1,366.0,3.0,4.0
145,400000.0,HOUSE,HOUSE,Gent,1930.0,161.0,4.0,0,0,0.0,0.0,0,0,270.0,GAS,1,707.0,3.0,4.0
146,425000.0,APARTMENT,APARTMENT,Brussels,1920.0,80.0,1.0,0,0,5.0,0.0,0,0,245.0,GAS,1,1310.74527804275,5.0,4.0
147,345000.0,HOUSE,HOUSE,Turnhout,1967.0,204.0,3.0,0,0,0.0,0.0,0,0,939.0,FUELOIL,1,810.0,3.5504939759405767,4.068738175318188
148,325000.0,APARTMENT,APARTMENT,Mouscron,2023.0,112.0,2.0,0,1,14.0,0.0,1,1,49.0,GAS,0,1172.3571987566868,3.0,3.7058725161508654
149,370000.0,APARTMENT,APARTMENT,Halle-Vilvoorde,1991.0,109.0,3.0,0,0,24.0,0.0,0,1,190.0,GAS,0,1462.0,3.0,4.0
150,270000.0,HOUSE,HOUSE,Veurne,1936.0,174.0,3.0,0,0,0.0,92.0,0,1,287.0,ELECTRIC,0,1096.2437551438672,3.0,4.0
151,630000.0,HOUSE,HOUSE,Leuven,2023.0,240.0,4.0,0,1,20.0,460.0,0,0,10.0,GAS,1,1594.440840553366,5.0,5.038660911811818
152,255750.0,APARTMENT,APARTMENT,Kortrijk,2022.0,1030.0,2.0,0,0,10.0,0.0,0,0,30.0,SOLAR,1,1.0,3.0,6.0
153,165000.0,APARTMENT,APARTMENT,Veurne,1990.0,60.0,1.0,1,0,0.0,0.0,0,0,151.0,GAS,0,691.0,3.0,5.0
154,349000.0,HOUSE,HOUSE,Turnhout,1975.0,160.0,3.0,0,1,40.0,150.0,0,0,293.0,GAS,1,692.0,3.0,4.0
155,399500.0,HOUSE,HOUSE,Liège,1980.0,150.0,3.0,0,1,0.0,550.0,0,1,425.0,FUELOIL,1,1514.0,3.0,4.0
156,225000.0,APARTMENT,APARTMENT,Brussels,1940.0,56.0,1.0,0,0,0.0,0.0,0,1,247.0,GAS,1,1033.9691195348582,4.0,1.0
157,306120.0,APARTMENT,APARTMENT,Namur,2023.0,95.0,2.0,0,1,19.0,56.0,0,1,55.0,ELECTRIC,1,1146.2295293824009,3.531280037107207,4.052199883626892
158,220000.0,APARTMENT,APARTMENT,Leuven,1978.0,91.0,2.0,0,1,8.0,0.0,0,1,149.0,GAS,1,1011.0,3.0,4.0
159,359000.0,APARTMENT,APARTMENT,Sint-Niklaas,1965.0,160.0,3.0,0,0,9.0,0.0,0,0,239.0,GAS,1,1149.0,3.5368450916175034,4.0
160,499000.0,HOUSE,HOUSE,Marche-en-Famenne,2010.0,310.0,4.0,0,1,40.0,1358.0,0,0,243.0,FUELOIL,1,1461.0,5.0,4.0
161,174900.0,APARTMENT,APARTMENT,Brussels,1974.0,65.0,1.0,0,1,8.0,0.0,0,1,203.0,GAS,1,964.6366918013684,1.0,1.0
162,1100000.0,HOUSE,HOUSE,Brussels,1907.0,250.0,5.0,0,0,20.0,0.0,0,1,172.0,GAS,1,2244.8648132127787,5.0,4.0
163,249000.0,HOUSE,TOWN_HOUSE,Charleroi,1985.0,226.0,2.0,0,0,0.0,300.0,0,1,580.0,ELECTRIC,1,680.0,3.0,3.0
164,299000.0,HOUSE,HOUSE,Turnhout,1981.0,140.0,2.0,0,0,0.0,925.0,0,0,527.0,FUELOIL,1,761.0,3.0,3.0
165,845000.0,HOUSE,HOUSE,Brussels,2019.0,187.0,4.0,0,0,20.0,0.0,0,1,150.0,GAS,1,1162.0,3.0,3.770700998353275
166,192000.0,APARTMENT,APARTMENT,Gent,1992.0,50.0,1.0,0,0,0.0,0.0,0,1,555.0,GAS,1,988.3010533087272,3.0,3.6893859209998965
167,215000.0,APARTMENT,APARTMENT,Tielt,1997.0,84.0,2.0,0,0,5.0,0.0,0,0,381.0,GAS,0,1020.1303115390617,3.486186932873199,4.013866367277105
168,395000.0,HOUSE,HOUSE,Antwerp,1965.0,220.0,3.0,0,0,40.0,600.0,0,0,456.0,GAS,1,490.0,1.0,1.0
